,candle_end_time,high,low,line_no
3178,2018-05-03,103.21,101.52,4355
3179,2018-05-04,102.55,101.24,4356
3180,2018-05-07,102.08,100.86,4357
3181,2018-05-08,102.83,101.33,4358
3182,2018-05-10,103.11,102.27,4360
3183,2018-05-11,103.21,102.55,4361
3184,2018-05-15,103.58,102.74,4363
3185,2018-05-16,102.74,101.8,4364
3186,2018-05-18,102.17,101.33,4366
3187,2018-05-21,102.92,102.17,4367
3188,2018-05-22,102.64,101.71,4368
3189,2018-05-23,102.08,101.14,4369
3190,2018-05-24,101.61,100.86,4370
3191,2018-05-25,101.52,100.11,4371
3192,2018-05-29,100.67,99.46,4373
3193,2018-05-30,99.36,97.39,4374
3194,2018-06-01,100.21,98.71,4376
3195,2018-06-04,101.52,100.3,4377
3196,2018-06-05,100.77,99.46,4378
3197,2018-06-07,99.74,98.52,4380
3198,2018-06-08,99.08,97.21,4381
3199,2018-06-12,97.58,96.36,4383
3200,2018-06-13,96.83,95.43,4384
3201,2018-06-14,96.18,95.24,4385
3202,2018-06-15,96.93,95.52,4386
3203,2018-06-21,93.55,91.39,4389
3204,2018-06-22,92.14,90.64,4390
3205,2018-06-25,92.05,89.52,4391
3206,2018-06-28,89.33,87.36,4394
3207,2018-06-29,89.99,88.58,4395
3208,2018-07-02,89.52,86.52,4396
3209,2018-07-03,87.93,86.24,4397
3210,2018-07-04,88.3,86.99,4398
3211,2018-07-06,87.64,85.96,4400
3212,2018-07-09,90.27,87.83,4401
3213,2018-07-10,90.46,89.05,4402
3214,2018-07-11,88.49,87.36,4403
3215,2018-07-12,90.08,88.02,4404
3216,2018-07-13,90.75,89.61,4405
3217,2018-07-17,89.8,88.48,4407
3218,2018-07-20,94.25,90.28,4410
3219,2018-07-23,95.01,92.26,4411
3220,2018-07-24,96.05,94.44,4412
3221,2018-07-25,95.86,94.35,4413
3222,2018-07-26,95.49,94.25,4414
3223,2018-07-27,95.11,94.06,4415
3224,2018-07-30,96.24,94.44,4416
3225,2018-08-01,97.29,94.73,4418
3226,2018-08-03,94.54,91.51,4420
3227,2018-08-06,95.01,93.5,4421
3228,2018-08-07,95.86,94.16,4422
3229,2018-08-10,96.43,94.92,4425
3230,2018-08-13,95.3,93.78,4426
3231,2018-08-14,95.39,94.25,4427
3232,2018-08-16,95.3,93.21,4429
3233,2018-08-17,96.24,94.06,4430
3234,2018-08-20,96.34,94.82,4431
3235,2018-08-21,96.62,95.58,4432
3236,2018-08-23,96.05,94.54,4434
3237,2018-08-29,98.8,97.19,4438
3238,2018-08-30,98.61,96.34,4439
3239,2018-09-03,97.57,96.24,4441
3240,2018-09-04,98.52,96.43,4442
3241,2018-09-11,96.91,94.54,4447
3242,2018-09-12,95.39,94.25,4448
3243,2018-09-13,97.57,95.77,4449
3244,2018-09-14,98.14,96.72,4450
3245,2018-09-17,97.38,95.68,4451
3246,2018-09-18,97.19,95.58,4452
3247,2018-09-19,97.47,96.62,4453
3248,2018-09-21,97.38,96.15,4455
3249,2018-09-25,99.18,97.76,4456
3250,2018-09-27,100.03,98.33,4458
3251,2018-09-28,101.83,98.9,4459
3252,2018-10-08,99.27,96.15,4460
3253,2018-10-09,97.0,95.39,4461
3254,2018-10-10,97.38,95.96,4462
3255,2018-10-11,95.2,91.98,4463
3256,2018-10-12,95.68,93.12,4464
3257,2018-10-16,96.53,94.44,4466
3258,2018-10-17,97.66,96.05,4467
3259,2018-10-19,98.8,96.24,4469
3260,2018-10-23,101.36,98.99,4471
3261,2018-10-30,105.34,103.16,4476
3262,2018-11-01,104.48,102.87,4478
3263,2018-11-05,106.57,104.96,4480
3264,2018-11-06,105.62,104.2,4481
3265,2018-11-08,105.15,102.97,4483
3266,2018-11-12,103.73,101.36,4485
3267,2018-11-14,102.97,101.17,4487
3268,2018-11-15,102.4,100.89,4488
3269,2018-11-16,102.78,101.45,4489
3270,2018-11-19,103.25,102.02,4490
3271,2018-11-20,103.16,100.89,4491
3272,2018-11-22,101.55,100.13,4493
3273,2018-11-27,100.51,98.8,4496
3274,2018-11-28,100.6,99.46,4497
3275,2018-11-30,101.83,100.6,4499
3276,2018-12-03,104.67,102.68,4500
3277,2018-12-05,105.15,103.92,4502
3278,2018-12-06,103.54,102.5,4503
3279,2018-12-07,104.48,103.06,4504
3280,2018-12-13,102.87,101.26,4508
3281,2018-12-19,100.89,99.84,4512
3282,2018-12-20,100.32,95.77,4513
3283,2018-12-21,97.0,94.73,4514
3284,2018-12-24,95.11,93.4,4515
3285,2018-12-25,93.4,90.94,4516
3286,2018-12-27,93.59,91.51,4518
3287,2018-12-28,94.25,91.98,4519
3288,2019-01-02,92.74,90.75,4520
3289,2019-01-03,93.02,91.51,4521
3290,2019-01-04,94.73,91.89,4522
3291,2019-01-07,95.58,93.97,4523
3292,2019-01-08,95.01,93.88,4524
3293,2019-01-09,96.24,94.54,4525
3294,2019-01-10,94.92,93.97,4526
3295,2019-01-17,97.38,95.39,4531
3296,2019-01-18,98.9,96.81,4532
3297,2019-01-21,99.09,97.57,4533
3298,2019-01-23,97.95,96.91,4535
3299,2019-01-24,98.42,97.29,4536
3300,2019-01-25,100.03,98.33,4537
3301,2019-01-28,100.98,98.42,4538
3302,2019-01-29,100.7,98.33,4539
3303,2019-01-30,100.79,99.18,4540
3304,2019-01-31,101.64,99.56,4541
3305,2019-02-12,102.5,100.7,4544
3306,2019-02-14,103.54,102.31,4546
3307,2019-02-15,102.78,100.98,4547
3308,2019-02-18,102.97,101.36,4548
3309,2019-02-20,103.82,102.4,4550
3310,2019-02-21,103.54,101.83,4551
3311,2019-02-22,104.3,101.93,4552
3312,2019-02-25,113.2,104.48,4553
3313,2019-02-28,115.09,110.64,4556
3314,2019-03-01,114.24,109.88,4557
3315,2019-03-04,117.27,113.2,4558
3316,2019-03-07,114.05,112.35,4561
3317,2019-03-11,109.79,107.61,4563
3318,2019-03-12,110.74,107.99,4564
3319,2019-03-13,109.51,107.04,4565
3320,2019-03-18,109.88,108.27,4568
3321,2019-03-19,110.55,109.03,4569
3322,2019-03-20,110.26,108.84,4570
3323,2019-03-21,109.79,108.37,4571
3324,2019-03-22,109.03,107.14,4572
3325,2019-03-26,105.53,104.3,4574
3326,2019-03-27,106.47,104.58,4575
3327,2019-03-28,104.67,103.25,4576
3328,2019-03-29,107.04,104.01,4577
3329,2019-04-03,109.32,108.08,4580
3330,2019-04-04,110.93,109.32,4581
3331,2019-04-08,113.29,110.36,4582
3332,2019-04-09,111.31,108.84,4583
3333,2019-04-12,109.51,107.52,4586
3334,2019-04-16,113.58,108.56,4588
3335,2019-04-17,114.53,112.54,4589
3336,2019-04-18,114.15,112.16,4590
3337,2019-04-19,115.57,112.35,4591
3338,2019-04-22,114.34,110.64,4592
3339,2019-04-23,111.78,110.17,4593
3340,2019-04-24,111.49,109.03,4594
3341,2019-04-25,110.74,108.75,4595
3342,2019-04-29,109.32,106.85,4597
3343,2019-04-30,114.53,110.83,4598
3344,2019-05-06,112.35,109.32,4599
3345,2019-05-07,113.1,109.88,4600
3346,2019-05-08,111.59,108.84,4601
3347,2019-05-09,109.51,105.15,4602
3348,2019-05-13,107.99,104.77,4604
3349,2019-05-15,108.37,106.38,4606
3350,2019-05-16,107.61,106.28,4607
3351,2019-05-17,107.52,106.1,4608
3352,2019-05-20,108.37,106.57,4609
3353,2019-05-21,108.46,107.14,4610
3354,2019-05-22,107.42,105.34,4611
3355,2019-05-23,105.62,103.73,4612
3356,2019-05-27,106.66,104.2,4614
3357,2019-05-29,107.04,104.86,4616
3358,2019-05-30,105.91,104.48,4617
3359,2019-05-31,106.38,104.67,4618
3360,2019-06-03,106.95,105.43,4619
3361,2019-06-04,107.71,106.66,4620
3362,2019-06-06,109.13,107.8,4622
3363,2019-06-10,110.83,109.22,4623
3364,2019-06-11,111.83,110.08,4624
3365,2019-06-12,114.28,111.35,4625
3366,2019-06-13,115.16,112.32,4626
3367,2019-06-14,115.94,114.37,4627
3368,2019-06-17,116.43,114.76,4628
3369,2019-06-18,116.23,114.47,4629
3370,2019-06-19,117.89,115.35,4630
3371,2019-06-21,120.33,117.5,4632
3372,2019-06-24,118.48,116.82,4633
3373,2019-06-26,114.57,112.42,4635
3374,2019-06-27,115.64,112.81,4636
3375,2019-06-28,114.08,112.71,4637
3376,2019-07-01,116.43,114.18,4638
3377,2019-07-02,114.67,113.01,4639
3378,2019-07-03,113.59,112.42,4640
3379,2019-07-04,113.98,113.01,4641
3380,2019-07-05,113.69,112.62,4642
3381,2019-07-10,111.64,110.47,4645
3382,2019-07-11,111.93,110.76,4646
3383,2019-07-12,113.5,111.25,4647
3384,2019-07-15,112.71,109.59,4648
3385,2019-07-17,113.01,111.93,4650
3386,2019-07-18,112.62,111.83,4651
3387,2019-07-22,113.59,112.23,4653
3388,2019-07-23,112.91,111.64,4654
3389,2019-07-24,114.08,112.62,4655
3390,2019-07-26,116.82,115.35,4657
3391,2019-07-29,116.62,115.25,4658
3392,2019-07-30,117.21,115.64,4659
3393,2019-07-31,116.62,114.57,4660
3394,2019-08-01,115.74,113.59,4661
3395,2019-08-02,112.91,111.44,4662
3396,2019-08-05,111.93,109.69,4663
3397,2019-08-07,109.0,107.15,4665
3398,2019-08-08,110.47,108.51,4666
3399,2019-08-09,111.44,109.98,4667
3400,2019-08-12,111.83,110.47,4668
3401,2019-08-14,111.35,110.17,4670
3402,2019-08-15,110.57,108.61,4671
3403,2019-08-19,111.15,109.49,4673
3404,2019-08-22,112.03,111.05,4676
3405,2019-08-23,113.2,111.15,4677
3406,2019-08-26,111.74,108.9,4678
3407,2019-08-28,113.01,110.37,4680
3408,2019-08-29,110.86,109.2,4681
3409,2019-08-30,111.05,109.59,4682
3410,2019-09-03,111.54,110.47,4684
3411,2019-09-04,112.32,110.96,4685
3412,2019-09-06,114.67,113.1,4687
3413,2019-09-09,115.16,114.08,4688
3414,2019-09-10,115.84,114.18,4689
3415,2019-09-11,117.21,115.74,4690
3416,2019-09-12,118.09,116.43,4691
3417,2019-09-20,117.11,114.96,4696
3418,2019-09-24,115.84,114.08,4698
3419,2019-09-25,116.72,114.18,4699
3420,2019-09-26,118.96,115.64,4700
3421,2019-09-27,117.11,114.86,4701
3422,2019-09-30,117.89,115.35,4702
3423,2019-10-09,117.5,115.25,4704
3424,2019-10-10,117.6,116.33,4705
3425,2019-10-11,121.6,117.21,4706
3426,2019-10-15,129.12,125.61,4708
3427,2019-10-17,130.2,127.27,4710
3428,2019-10-21,127.27,124.24,4712
3429,2019-10-23,127.46,124.73,4714
3430,2019-10-24,129.32,126.49,4715
3431,2019-10-25,127.85,124.83,4716
3432,2019-10-28,125.8,123.56,4717
3433,2019-10-29,125.51,123.26,4718
3434,2019-10-30,124.92,122.29,4719
3435,2019-11-01,124.04,121.5,4721
3436,2019-11-06,128.83,125.61,4724
3437,2019-11-07,126.49,124.14,4725
3438,2019-11-08,125.12,122.68,4726
3439,2019-11-11,121.89,120.04,4727
3440,2019-11-12,120.72,118.87,4728
3441,2019-11-13,120.04,118.67,4729
3442,2019-11-15,119.75,118.18,4731
3443,2019-11-19,120.63,118.96,4733
3444,2019-11-20,119.36,117.3,4734
3445,2019-11-21,117.6,116.33,4735
3446,2019-11-22,117.79,116.62,4736
3447,2019-11-26,118.87,117.21,4738
3448,2019-11-29,117.3,116.13,4741
3449,2019-12-02,116.91,115.45,4742
3450,2019-12-03,116.23,114.96,4743
3451,2019-12-04,115.55,114.28,4744
3452,2019-12-05,116.13,114.86,4745
3453,2019-12-12,117.11,116.03,4750
3454,2019-12-13,118.38,116.62,4751
3455,2019-12-16,118.67,117.21,4752
3456,2019-12-20,122.58,120.92,4756
3457,2019-12-25,120.04,118.87,4759
3458,2019-12-26,120.33,119.45,4760
3459,2019-12-27,121.41,119.65,4761
3460,2019-12-30,120.72,118.38,4762
3461,2019-12-31,120.92,119.26,4763
3462,2020-01-06,123.56,121.8,4766
3463,2020-01-07,123.07,121.7,4767
3464,2020-01-13,121.21,119.65,4771
3465,2020-01-14,123.95,121.02,4772
3466,2020-01-15,121.6,119.65,4773
3467,2020-01-20,119.84,118.77,4776
3468,2020-01-21,119.65,117.6,4777
3469,2020-01-22,115.64,113.79,4778
3470,2020-01-23,114.76,110.57,4779
3471,2020-02-03,104.41,99.82,4780
3472,2020-02-04,104.9,102.36,4781
3473,2020-02-05,105.29,103.34,4782
3474,2020-02-06,106.07,104.02,4783
3475,2020-02-10,106.56,104.61,4785
3476,2020-02-11,106.95,105.29,4786
3477,2020-02-14,106.27,104.9,4789
3478,2020-02-19,109.78,107.83,4792
3479,2020-02-20,110.08,108.03,4793
3480,2020-02-21,111.25,109.49,4794
3481,2020-02-24,110.76,108.42,4795
3482,2020-02-26,108.9,107.54,4797
3483,2020-02-27,110.37,108.71,4798
3484,2020-03-02,108.42,105.97,4800
3485,2020-03-03,109.69,107.83,4801
3486,2020-03-04,108.42,106.95,4802
3487,2020-03-06,110.57,108.51,4804
3488,2020-03-09,107.44,105.0,4805
3489,2020-03-11,106.76,104.51,4807
3490,2020-03-12,105.0,103.63,4808
3491,2020-03-13,104.8,100.41,4809
3492,2020-03-16,105.29,102.56,4810
3493,2020-03-17,104.41,100.5,4811
3494,2020-03-18,102.56,99.63,4812
3495,2020-03-20,99.43,96.3,4814
3496,2020-03-23,97.18,95.91,4815
3497,2020-03-24,98.94,97.48,4816
3498,2020-03-26,101.29,98.84,4818
3499,2020-03-27,101.38,99.63,4819
3500,2020-03-30,100.41,98.75,4820
3501,2020-03-31,101.19,98.94,4821
3502,2020-04-01,100.21,98.55,4822
3503,2020-04-02,99.63,98.36,4823
3504,2020-04-03,99.72,98.84,4824
3505,2020-04-07,100.9,99.92,4825
3506,2020-04-09,100.5,99.43,4827
3507,2020-04-10,100.02,99.14,4828
3508,2020-04-13,99.82,98.65,4829
3509,2020-04-14,100.11,98.84,4830
3510,2020-04-15,100.31,99.14,4831
3511,2020-04-16,99.43,98.65,4832
3512,2020-04-17,99.92,99.14,4833
3513,2020-04-20,99.53,98.55,4834
3514,2020-04-21,98.84,97.77,4835
3515,2020-04-22,98.36,97.48,4836
3516,2020-04-24,98.65,97.77,4838
3517,2020-04-28,101.77,99.82,4840
3518,2020-04-29,103.63,100.9,4841
3519,2020-04-30,105.39,103.14,4842
3520,2020-05-07,102.17,101.19,4844
3521,2020-05-08,102.46,101.58,4845
3522,2020-05-11,102.95,101.77,4846
3523,2020-05-12,102.36,100.99,4847
3524,2020-05-13,101.48,100.41,4848
3525,2020-05-18,101.19,100.11,4851
3526,2020-05-19,102.07,100.99,4852
3527,2020-05-21,101.77,100.9,4854
3528,2020-05-22,100.99,99.04,4855
3529,2020-05-25,100.7,98.94,4856
3530,2020-05-27,101.38,100.11,4858
3531,2020-05-28,103.04,101.19,4859
3532,2020-05-29,103.24,102.07,4860
3533,2020-06-01,104.7,103.24,4861
3534,2020-06-02,104.9,103.34,4862
3535,2020-06-03,106.17,104.51,4863
3536,2020-06-04,105.49,103.92,4864
3537,2020-06-05,104.41,103.14,4865
3538,2020-06-09,104.7,103.53,4867
3539,2020-06-10,104.61,103.34,4868
3540,2020-06-11,103.63,102.07,4869
3541,2020-06-12,103.34,101.87,4870
3542,2020-06-15,102.46,101.09,4871
3543,2020-06-16,102.56,101.58,4872
3544,2020-06-18,103.24,101.87,4874
3545,2020-06-22,104.31,102.85,4876
3546,2020-06-23,103.24,102.26,4877
3547,2020-06-30,104.8,102.95,4880
3548,2020-07-01,105.1,103.04,4881
3549,2020-07-02,107.93,104.51,4882
3550,2020-07-03,109.98,107.63,4883
3551,2020-07-06,120.23,110.27,4884
3552,2020-07-07,123.95,118.18,4885
3553,2020-07-08,121.5,117.5,4886
3554,2020-07-09,119.75,116.62,4887
3555,2020-07-13,115.74,112.81,4889
3556,2020-07-14,114.18,110.66,4890
3557,2020-07-15,112.03,108.81,4891
3558,2020-07-16,112.13,109.39,4892
3559,2020-07-17,111.25,109.1,4893
3560,2020-07-20,113.01,110.08,4894
3561,2020-07-21,113.4,111.35,4895
3562,2020-07-22,114.76,112.32,4896
3563,2020-07-23,113.19,109.27,4897
3564,2020-07-24,111.23,107.11,4898
3565,2020-07-30,108.45,106.29,4902
3566,2020-08-03,107.93,106.18,4904
3567,2020-08-05,110.41,107.62,4906
3568,2020-08-06,109.48,107.21,4907
3569,2020-08-07,108.45,106.7,4908
3570,2020-08-10,108.86,107.01,4909
3571,2020-08-13,109.99,108.14,4912
3572,2020-08-14,109.17,107.93,4913
3573,2020-08-18,113.08,109.48,4915
3574,2020-08-19,110.61,108.86,4916
3575,2020-08-21,108.76,107.42,4918
3576,2020-08-24,108.86,107.52,4919
3577,2020-08-25,108.24,107.21,4920
3578,2020-08-26,107.62,106.59,4921
3579,2020-08-28,107.11,106.18,4923
3580,2020-08-31,108.24,106.29,4924
3581,2020-09-01,106.7,105.67,4925
3582,2020-09-02,105.98,104.23,4926
3583,2020-09-03,105.36,104.12,4927
3584,2020-09-08,103.92,103.09,4930
3585,2020-09-09,103.81,102.99,4931
3586,2020-09-10,103.61,102.37,4932
3587,2020-09-15,102.17,101.45,4935
3588,2020-09-18,101.86,100.93,4938
3589,2020-09-21,102.68,101.24,4939
3590,2020-09-22,101.34,99.8,4940
3591,2020-09-23,100.11,99.08,4941
3592,2020-09-28,98.15,97.43,4944
3593,2020-09-29,98.05,97.12,4945
3594,2020-10-09,97.63,96.3,4947
3595,2020-10-13,99.18,98.05,4949
3596,2020-10-14,98.46,97.84,4950
3597,2020-10-15,100.11,98.15,4951
3598,2020-10-16,100.62,98.87,4952
3599,2020-10-19,102.27,99.28,4953
3600,2020-10-21,99.39,97.94,4955
3601,2020-10-22,100.52,98.77,4956
3602,2020-10-23,100.83,99.08,4957
3603,2020-10-26,100.42,98.77,4958
3604,2020-10-27,98.77,97.63,4959
3605,2020-10-28,98.05,96.6,4960
3606,2020-10-30,97.33,95.27,4962
3607,2020-11-02,96.09,94.96,4963
3608,2020-11-04,96.81,95.57,4965
3609,2020-11-06,97.43,96.09,4967
3610,2020-11-09,97.63,96.71,4968
3611,2020-11-11,98.77,97.22,4970
3612,2020-11-12,98.15,97.12,4971
3613,2020-11-13,96.91,96.09,4972
3614,2020-11-16,97.43,96.5,4973
3615,2020-11-17,98.15,97.22,4974
3616,2020-11-18,100.62,97.84,4975
3617,2020-11-19,100.72,99.28,4976
3618,2020-11-20,100.11,98.97,4977
3619,2020-11-23,102.17,99.18,4978
3620,2020-11-26,102.89,101.14,4981
3621,2020-11-27,105.05,102.58,4982
3622,2020-11-30,108.45,103.61,4983
3623,2020-12-01,106.59,103.09,4984
3624,2020-12-02,107.01,104.95,4985
3625,2020-12-03,105.87,104.64,4986
3626,2020-12-04,105.56,103.51,4987
3627,2020-12-08,103.61,101.96,4989
3628,2020-12-09,103.92,102.06,4990
3629,2020-12-10,102.58,100.52,4991
3630,2020-12-11,101.75,99.8,4992
3631,2020-12-14,100.93,99.69,4993
3632,2020-12-15,100.31,98.87,4994
3633,2020-12-18,100.83,99.8,4997
3634,2020-12-21,100.62,99.39,4998
3635,2020-12-22,100.42,98.36,4999
3636,2020-12-23,99.28,97.63,5000
3637,2020-12-25,99.49,97.94,5002
3638,2020-12-29,99.08,97.84,5004
3639,2020-12-30,98.25,97.22,5005
3640,2020-12-31,99.8,97.74,5006
3641,2021-01-04,100.21,98.36,5007
3642,2021-01-05,99.69,98.05,5008
3643,2021-01-06,101.24,99.08,5009
3644,2021-01-11,102.37,100.21,5012
3645,2021-01-12,100.83,98.66,5013
3646,2021-01-13,101.75,100.11,5014
3647,2021-01-14,102.58,100.52,5015
3648,2021-01-15,105.36,102.17,5016
3649,2021-01-18,104.23,101.65,5017
3650,2021-01-19,105.26,102.78,5018
3651,2021-01-20,104.84,102.58,5019
3652,2021-01-21,103.71,102.27,5020
3653,2021-01-22,102.68,100.52,5021
3654,2021-01-27,100.72,99.49,5024
3655,2021-01-28,100.31,98.97,5025
3656,2021-01-29,104.33,99.39,5026
3657,2021-02-02,107.93,104.54,5028
3658,2021-02-04,107.21,103.61,5030
3659,2021-02-09,111.44,108.55,5033
3660,2021-02-10,111.74,108.76,5034
3661,2021-02-18,113.5,110.61,5035
3662,2021-02-19,114.53,110.92,5036
3663,2021-02-22,112.77,110.2,5037
3664,2021-02-23,113.19,110.3,5038
3665,2021-02-25,111.74,108.65,5040
3666,2021-02-26,111.44,108.55,5041
3667,2021-03-02,109.58,106.7,5043
3668,2021-03-08,113.5,110.82,5047
3669,2021-03-09,112.26,109.68,5048
3670,2021-03-10,111.13,109.48,5049
3671,2021-03-11,112.98,110.82,5050
3672,2021-03-12,113.6,111.44,5051
3673,2021-03-16,115.76,113.39,5053
3674,2021-03-26,110.51,108.76,5061
3675,2021-03-29,109.17,107.11,5062
3676,2021-03-30,113.39,109.38,5063
3677,2021-03-31,113.7,111.95,5064
3678,2021-04-01,113.39,111.33,5065
3679,2021-04-06,111.13,109.89,5067
3680,2021-04-07,110.71,108.96,5068
3681,2021-04-08,110.2,108.76,5069
3682,2021-04-12,109.58,108.35,5071
3683,2021-04-14,111.44,109.89,5073
3684,2021-04-16,108.65,106.9,5075
3685,2021-04-20,109.58,107.93,5077
3686,2021-04-21,109.38,107.73,5078
3687,2021-04-22,109.17,107.11,5079
3688,2021-04-26,107.83,105.87,5081
3689,2021-04-27,106.49,105.46,5082
3690,2021-04-28,106.39,104.84,5083
3691,2021-04-29,108.65,105.67,5084
3692,2021-05-07,104.54,102.58,5087
3693,2021-05-10,103.61,101.75,5088
3694,2021-05-11,103.71,101.96,5089
3695,2021-05-12,105.05,103.2,5090
3696,2021-05-13,104.74,103.09,5091
3697,2021-05-14,105.05,103.3,5092
3698,2021-05-18,105.98,104.54,5094
3699,2021-05-19,105.05,103.71,5095
3700,2021-05-20,104.84,103.2,5096
3701,2021-05-21,105.26,103.71,5097
3702,2021-05-24,104.43,103.51,5098
3703,2021-05-25,106.39,103.61,5099
3704,2021-05-27,107.42,105.87,5101
3705,2021-05-28,106.7,105.56,5102
3706,2021-05-31,106.49,105.26,5103
3707,2021-06-01,105.67,104.84,5104
3708,2021-06-02,105.36,104.33,5105
3709,2021-06-03,106.29,104.84,5106
3710,2021-06-07,106.9,105.05,5108
3711,2021-06-08,106.39,104.84,5109
3712,2021-06-09,106.59,105.15,5110
3713,2021-06-10,106.18,105.05,5111
3714,2021-06-11,105.87,104.12,5112
3715,2021-06-17,104.23,103.09,5115
3716,2021-06-22,103.92,102.99,5118
3717,2021-06-23,103.3,102.58,5119
3718,2021-06-24,103.51,102.68,5120
3719,2021-06-25,104.12,103.09,5121
3720,2021-06-28,103.71,102.89,5122
3721,2021-06-29,103.4,102.78,5123
3722,2021-06-30,103.2,102.68,5124
3723,2021-07-01,103.61,102.89,5125
3724,2021-07-02,103.51,102.17,5126
3725,2021-07-05,102.58,101.45,5127
3726,2021-07-06,103.09,101.75,5128
3727,2021-07-08,103.51,102.37,5130
3728,2021-07-13,102.89,101.75,5133
3729,2021-07-15,102.58,100.93,5135
3730,2021-07-16,103.81,102.58,5136
3731,2021-07-20,103.2,101.45,5138
3732,2021-07-21,104.29,102.89,5139
3733,2021-07-23,105.16,103.54,5141
3734,2021-07-26,103.64,100.62,5142
3735,2021-07-29,100.4,98.34,5145
3736,2021-08-02,98.78,97.05,5147
3737,2021-08-04,98.88,97.91,5149
3738,2021-08-05,98.67,97.8,5150
3739,2021-08-06,98.24,97.37,5151
3740,2021-08-10,100.07,98.45,5153
3741,2021-08-12,100.51,99.1,5155
3742,2021-08-13,99.86,98.88,5156
3743,2021-08-16,100.29,99.1,5157
3744,2021-08-19,101.59,99.43,5160
3745,2021-08-20,100.62,99.32,5161
3746,2021-08-23,100.72,99.53,5162
3747,2021-08-24,100.62,99.21,5163
3748,2021-08-25,99.97,99.1,5164
3749,2021-08-26,99.53,98.78,5165
3750,2021-08-27,99.75,98.88,5166
3751,2021-08-31,97.91,96.5,5168
3752,2021-09-01,99.86,97.48,5169
3753,2021-09-08,101.59,100.51,5174
3754,2021-09-09,101.05,100.07,5175
3755,2021-09-13,102.56,101.05,5177
3756,2021-09-14,102.02,99.21,5178
3757,2021-09-15,100.18,98.78,5179
3758,2021-09-16,99.86,98.56,5180
3759,2021-09-17,99.21,98.24,5181
3760,2021-09-22,98.24,96.94,5182
3761,2021-09-23,98.99,97.48,5183
3762,2021-09-24,98.24,97.26,5184
3763,2021-09-27,97.91,96.72,5185
3764,2021-09-30,98.34,97.15,5188
3765,2021-10-08,98.99,97.69,5189
3766,2021-10-11,100.07,98.45,5190
3767,2021-10-12,99.43,98.34,5191
3768,2021-10-13,98.99,97.91,5192
3769,2021-10-20,98.02,97.15,5197
3770,2021-10-21,98.34,97.48,5198
3771,2021-10-25,98.78,97.59,5200
3772,2021-10-26,98.34,97.48,5201
3773,2021-10-27,97.59,96.94,5202
3774,2021-10-28,97.48,96.83,5203
3775,2021-10-29,97.37,96.61,5204
3776,2021-11-01,94.99,93.04,5205
3777,2021-11-05,92.39,91.85,5209
3778,2021-11-08,92.28,91.53,5210
3779,2021-11-09,92.5,91.85,5211
3780,2021-11-10,92.28,91.31,5212
3781,2021-11-11,93.26,91.64,5213
3782,2021-11-12,93.58,92.83,5214
3783,2021-11-15,94.66,93.58,5215
3784,2021-11-17,94.34,93.37,5217
3785,2021-11-18,93.69,92.28,5218
3786,2021-11-23,94.12,93.15,5221
3787,2021-11-25,94.02,92.93,5223
3788,2021-11-26,93.26,92.5,5224
3789,2021-12-01,92.83,91.96,5227
3790,2021-12-03,93.15,92.18,5229
3791,2021-12-06,93.47,92.72,5230
3792,2021-12-08,94.12,93.37,5232
3793,2021-12-13,95.31,94.34,5235
3794,2021-12-14,93.58,92.39,5236
3795,2021-12-15,92.83,92.28,5237
3796,2021-12-16,93.15,92.5,5238
3797,2021-12-17,93.26,92.61,5239
3798,2021-12-21,93.15,92.5,5241
3799,2021-12-22,93.47,92.72,5242
3800,2021-12-23,93.04,92.61,5243
3801,2021-12-27,92.72,92.28,5245
3802,2021-12-28,92.93,92.39,5246
3803,2022-01-04,92.72,92.18,5250
3804,2022-01-06,93.91,92.61,5252
3805,2022-01-07,94.45,92.72,5253
3806,2022-01-11,94.99,94.02,5255
3807,2022-01-12,94.66,93.37,5256
3808,2022-01-13,95.75,94.02,5257
3809,2022-01-18,93.37,92.5,5260
3810,2022-01-19,93.69,93.15,5261
3811,2022-01-21,95.42,94.34,5263
3812,2022-01-24,95.1,93.69,5264
3813,2022-01-25,93.91,92.61,5265
3814,2022-01-26,92.93,92.39,5266
3815,2022-01-27,92.61,91.42,5267
3816,2022-01-28,92.07,90.99,5268
3817,2022-02-07,92.5,91.31,5269
3818,2022-02-08,93.8,92.07,5270
3819,2022-02-10,94.23,93.26,5272
3820,2022-02-11,94.77,93.8,5273
3821,2022-02-14,94.23,92.83,5274
3822,2022-02-15,93.37,92.18,5275
3823,2022-02-18,93.8,92.61,5278
3824,2022-02-21,93.47,92.5,5279
3825,2022-02-23,92.93,92.28,5281
3826,2022-02-25,91.74,90.88,5283
3827,2022-02-28,91.42,90.45,5284
3828,2022-03-02,91.53,90.88,5286
3829,2022-03-03,91.96,91.2,5287
3830,2022-03-04,91.31,90.45,5288
3831,2022-03-07,90.88,89.58,5289
3832,2022-03-08,89.8,87.09,5290
3833,2022-03-14,86.55,83.95,5294
3834,2022-03-15,85.79,82.33,5295
3835,2022-03-16,84.39,81.36,5296
3836,2022-03-23,85.58,84.06,5301
3837,2022-03-24,84.71,83.95,5302
3838,2022-03-29,85.14,84.39,5305
3839,2022-03-30,85.69,84.6,5306
3840,2022-03-31,86.77,85.04,5307
3841,2022-04-01,87.31,85.9,5308
3842,2022-04-07,88.5,87.2,5310
